,,,Images/classified,100/92
,,,Images/classified,90/82
,,,Images/classified,80/72
,,,Images/classified,70/65
,,,Images/classified,60/56
,,,Images/classified,50/47
,,,Images/classified,40/38
,,,Images/classified,30/29
,,,Images/classified,20/19
,,,Images/classified,10/10
workspace/training_demo/43_convert_images/test\00000.jpg,Veh > 3.5 tons prohibited,Veh > 3.5 tons prohibited,0.6890106,True
workspace/training_demo/43_convert_images/test\00001.jpg,Speed limit (30km/h),Speed limit (30km/h),0.65886253,True
workspace/training_demo/43_convert_images/test\00002.jpg,Keep right,Keep right,0.9367477,True
workspace/training_demo/43_convert_images/test\00003.jpg,Turn right ahead,Turn right ahead,0.79701984,True
workspace/training_demo/43_convert_images/test\00004.jpg,Right-of-way at intersection,Right-of-way at intersection,0.80781466,True
workspace/training_demo/43_convert_images/test\00005.jpg,Keep right,Keep right,0.8649537,True
workspace/training_demo/43_convert_images/test\00006.jpg,General caution,General caution,0.7722927,True
workspace/training_demo/43_convert_images/test\00007.jpg,Priority road,Priority road,0.7364703,True
workspace/training_demo/43_convert_images/test\00008.jpg,Road work,Road work,0.706957,True
workspace/training_demo/43_convert_images/test\00009.jpg,Ahead only,Ahead only,0.62840307,True
workspace/training_demo/43_convert_images/test\00010.jpg,Priority road,Priority road,0.87856555,True
workspace/training_demo/43_convert_images/test\00011.jpg,Speed limit (100km/h),Speed limit (100km/h),0.8534401,True
workspace/training_demo/43_convert_images/test\00012.jpg,Slippery road,Slippery road,0.6113409,True
workspace/training_demo/43_convert_images/test\00013.jpg,Speed limit (100km/h),Speed limit (100km/h),0.9536412,True
workspace/training_demo/43_convert_images/test\00014.jpg,Speed limit (70km/h),Speed limit (70km/h),0.7980925,True
workspace/training_demo/43_convert_images/test\00015.jpg,No passing,No passing,0.89493394,True
workspace/training_demo/43_convert_images/test\00016.jpg,Double curve,Wild animals crossing,0.5928086,False
workspace/training_demo/43_convert_images/test\00017.jpg,Dangerous curve right,Dangerous curve right,0.9512059,True
workspace/training_demo/43_convert_images/test\00018.jpg,Pedestrians,Pedestrians,0.73764557,True
workspace/training_demo/43_convert_images/test\00019.jpg,Keep right,Keep right,0.91888535,True
workspace/training_demo/43_convert_images/test\00020.jpg,Speed limit (70km/h),Speed limit (70km/h),0.9584085,True
workspace/training_demo/43_convert_images/test\00021.jpg,Turn right ahead,Turn right ahead,0.73170066,True
workspace/training_demo/43_convert_images/test\00022.jpg,No passing,No passing,0.9043549,True
workspace/training_demo/43_convert_images/test\00023.jpg,Speed limit (60km/h),Speed limit (60km/h),0.936155,True
workspace/training_demo/43_convert_images/test\00024.jpg,Speed limit (30km/h),Speed limit (30km/h),0.8403868,True
workspace/training_demo/43_convert_images/test\00025.jpg,Right-of-way at intersection,Right-of-way at intersection,0.6866087,True
